# Transcript for New Recording 14.m4a
# Language: ru, prob=1.00

[   0.00 -    2.32] Сказывал, да, получается, такие вещи.
[   3.56 -    7.72] То есть вроде бы 4 дня мало, 5 дней, окей.
[   7.72 -   10.76] Но все время зарегулированные 5 дней.
[  11.76 -   12.92] Тоже не окей.
[  13.40 -   15.96] То есть надо отдавать какой-то...
[  16.76 -   17.92] Какие-то дырки.
[  18.76 -   20.44] Но как-то так мы с ней решили.
[  21.84 -   23.12] Это первое.
[  23.12 -   23.96] Второе.
[  25.16 -   26.56] Мы поднимаем цены.
[  27.28 -   28.28] И посмотрим.
[  29.24 -   30.96] Что из этого получится.
[  31.72 -   33.84] И мы решили поднять цену.
[  36.00 -   37.80] Включая поездку.
[  37.80 -   39.80] Туда будет входить поездка.
[  39.80 -   40.96] Колбавра Алто.
[  42.12 -   43.64] 1550.
[  48.00 -   48.84] Посмотрим.
[  48.84 -   51.64] Потому что сейчас, все, кто едет,
[  51.64 -   56.08] они уже, либо люди, как мы с тобой говорили, состоятельные.
[  56.08 -   57.84] Либо что-то еще, но еще посмотрим.
[  58.84 -   60.04] Нет так нет.
[  62.60 -   63.72] Третий момент.
[  63.72 -   68.72] У нас примерно сложилось, очень кратко, конечно, бесподробностей.
[  71.64 -   73.96] Как мы будем ходить.
[  77.64 -   80.00] Тема остается, как я тебе говорила, да?
[  80.84 -   81.84] Ардыко.
[  81.84 -   96.87] Конечно, написала мне.
[  96.87 -   98.87] Первый день 15 октября.
[  98.87 -   99.87] Правой берег.
[ 101.70 -  103.22] Дынье Легор.
[4666.28 - 4668.28] этот мотив, красная черта.
[4668.28 - 4670.28] Ассоциация, это очень круто сделано.
[4670.28 - 4672.28] Канатация или ассоциация.
[4672.28 - 4674.28] Да, очень круто сделано, очень впечатляющие.
[4674.28 - 4676.28] Я смотрю, и у меня есть различные
[4676.28 - 4678.28] ассоциации все время.
[4678.28 - 4680.28] Это не теористика.
[4680.28 - 4682.28] Хорошо. Вот. И вот здесь,
[4682.28 - 4684.28] вот здесь, кстати, вот прям очень
[4684.28 - 4686.28] хорошая тема. Изменили освещение.
[4688.28 - 4690.28] Все. Вот.
[4690.28 - 4692.28] Все. То есть туда вводить уже
[4692.28 - 4694.28] не нужно. Есть еще одна глубокая
[4694.28 - 4696.28] разница. Почему?
[4696.28 - 4698.28] Она глубокая, но мы только ее поймаем.
[4698.28 - 4700.28] На самом деле,
[4700.28 - 4702.28] при всей нагруженности с мыслами,
[4702.28 - 4704.28] которые можно обнаружить,
[4704.28 - 4706.28] скажем, здесь,
[4706.28 - 4708.28] отличие от текста следующей.
[4708.28 - 4710.28] У текста всегда есть прогматика,
[4710.28 - 4712.28] он всегда действительно тот,
[4712.28 - 4714.28] кто у нас стал, он хочет что-то
[4714.28 - 4716.28] донести обязательно.
[4716.28 - 4718.28] Ну, такой мы хотим,
[4718.28 - 4720.28] как интерьерщики.
[4720.28 - 4722.28] Мы хотим донести это. У интерьер есть
[4722.28 - 4724.28] уровень, которого нет у текста.
[4724.28 - 4726.28] Какой? А именно. На опленном
[4726.28 - 4728.28] уровне, про который я все время говорю.
[4728.28 - 4730.28] Он ничего не говорит.
[4730.28 - 4732.28] Ничего. Ничего.
[4732.28 - 4734.28] Ни слова. Дальше, дальше начинаются
[4734.28 - 4736.28] слова. У него вот есть эта подложка.
[4736.28 - 4738.28] У текста этой подложки нет.
[4738.28 - 4740.28] На каком определенном уровне
[4740.28 - 4742.28] он не говорит ни слова? Вот на этом.
[4742.28 - 4744.28] Вот на этом.
[4744.28 - 4746.28] Нет, ну это же. У людей очень
[4746.28 - 4748.28] часто связаны мысли о чем-то,
[4748.28 - 4750.28] с восприятием чего-то. Я же
[4750.28 - 4752.28] все время клоню к тому, что
[4752.28 - 4754.28] мысли чуть-чуть запаздывают за восприятием.
[4754.28 - 4756.28] И у текста это чисто интеллектуальный
[4756.28 - 4758.28] конструкт.
[4758.28 - 4760.28] А интерьер
[4760.28 - 4762.28] это восприятие плюс
[4762.28 - 4764.28] концепции своих.
[4764.28 - 4766.28] Хорошо. Давай я с другой стороны подойду.
[4766.28 - 4768.28] Вот я на тебя сейчас смотрю,
[4768.28 - 4770.28] ты мне не мать.
[4770.28 - 4772.28] Ну, оно может... Ну, ты понимаешь,
[4772.28 - 4774.28] чем я говорю.
[4774.28 - 4776.28] Вот. Вот я только в эту сторону клоню.
[4776.28 - 4778.28] Ты мне не...
[4778.28 - 4780.28] Дальше. У меня с тобой может быть
[4780.28 - 4782.28] куча ассоциаций, канатации, чего угодно.
[4782.28 - 4784.28] Но есть уровень, на котором...
[4784.28 - 4786.28] А у текста этого уровня нет.
[4786.28 - 4788.28] То есть есть просто какие-то черточки-буковки,
[4788.28 - 4790.28] там, твель. Но никто так даже не смотрит.
[4790.28 - 4792.28] Кто-то так не воспринимает текст. Текст сразу же
[4792.28 - 4794.28] прочитывается. А здесь чуть больше
[4794.28 - 4796.28] задержка реальности
[4796.28 - 4798.28] до концепции.
[4798.28 - 4800.28] Я действительно считаю существенным.
[4800.28 - 4802.28] Я считаю именно в этом
[4802.28 - 4804.28] есть
[4804.28 - 4806.28] любое мастерство и так далее.
[4806.28 - 4808.28] И тем, чтобы быть с чем-то знакомым
[4808.28 - 4810.28] неконцептуально.
[4810.28 - 4812.28] Я немножко еще поборюсь
[4812.28 - 4814.28] с этим.
[4814.28 - 4816.28] Я с тобой подискутирую.
[4816.28 - 4818.28] Но я просто подумаю
[4818.28 - 4820.28] об этом. Подожди эти слова. Хорошо.
[4820.28 - 4822.28] Ладно. Потому что
[4822.28 - 4824.28] что-то во мне
[4824.28 - 4826.28] ну естественно доверяю
[4826.28 - 4828.28] твоему профессионализму, я соглашаюсь.
[4828.28 - 4830.28] Но что-то во мне... Это не про профессионализму вообще.
[4830.28 - 4832.28] Это про то, как ощущаешь
[4832.28 - 4834.28] реальность. Хорошо.
[4834.28 - 4836.28] Для этого ничего не надо знать.
[4836.28 - 4838.28] Хорошо.
[4838.28 - 4840.28] Вон, видишь, как я в меня припроверю.
[4840.28 - 4842.28] Я просто утверждаю, что знание
[4842.28 - 4844.28] это второй слой. Все, что я хочу сказать.
[4844.28 - 4846.28] Выскочила. Да.
[4846.28 - 4848.28] Что я вот смотрю на это.
[4848.28 - 4850.28] И у меня только во второй очередь БигБен.
[4850.28 - 4852.28] А в первую очередь
[4852.28 - 4854.28] черты, связи,
[4854.28 - 4856.28] пропорции и все прочее. Цвета.
[4856.28 - 4868.39] Все крутые
[4868.39 - 4870.39] мастера думают руками, грубо говоря.
[4870.39 - 4872.39] Да. Вот здесь я согласна.
[4872.39 - 4874.39] Так, но это же связанство, что я говорю.
[4874.39 - 4876.39] Не текстом они делают.
[4876.39 - 4878.39] Значит, есть этот слой
[4878.39 - 4880.39] базовый.
[4880.39 - 4882.39] А вот у текста его нету.
[4882.39 - 4884.39] Выдамся фишка. Текст мгновенно
[4884.39 - 4886.39] превышается в концепции.
[4886.39 - 4888.39] Ну хорошо. А можно сказать, что интерьер
[4888.39 - 4890.39] может быть превращен в текст?
[4890.39 - 4892.39] Нет. После того, когда он сделан.
[4892.39 - 4896.70] Нет.
[4896.70 - 4898.70] Все. Ладно.
[4898.70 - 4900.70] Он может быть нагруженным концепциями.
[4900.70 - 4902.70] Очень.
[4902.70 - 4904.70] Очень нагруженный концепция.
[4904.70 - 4906.70] Когда мы описываем интерьер, это текст.
[4906.70 - 4908.70] Вот, само его
[4908.70 - 4910.70] вот это белое. Да, конечно.
[4910.70 - 4912.70] Но ты его сейчас, ты его сейчас схлопнула.
[4912.70 - 4914.70] Из реальности
[4914.70 - 4916.70] в...
[4916.70 - 4918.70] А, это, ты знаешь, есть
[4918.70 - 4920.70] ты его всегда
[4920.70 - 4922.70] супер уменьшила.
[4922.70 - 4924.70] Все, сейчас я... Описание никогда не то.
[4924.70 - 4926.70] Разговор про секс
[4926.70 - 4928.70] никогда не секс.
[4928.70 - 4930.70] А, ну подлаши.
[4930.70 - 4932.70] Вот, вот, нет, нет.
[4932.70 - 4934.70] Ну почему приходится такие примеры,
[4934.70 - 4936.70] как это почему?
[4936.70 - 4938.70] Каждого разного стоятия, слушай.
[4938.70 - 4940.70] Я же что-то нахожу.
[4940.70 - 4942.70] Когда мы с тобой говорим слово тревога,
[4942.70 - 4944.70] это не тревога.
[4944.70 - 4951.62] Постараться, хормизировать
[4951.62 - 4953.62] папку, декорировать дебыка, это значит что?
[4953.62 - 4955.62] Не знаю, что там этой папки.
[4955.62 - 4957.62] Ну, в смысле, вот этот же...
[4957.62 - 4959.62] Да.
[4959.62 - 4961.62] Он будет долго, да, заливаться, я так понимаю.
[4961.62 - 4963.62] А мы сейчас можем посмотреть, что там происходит.
[4963.62 - 4965.62] Можно посмотреть?
[4965.62 - 4967.62] Я, Максима, попробовать именно на винтаже,
[4967.62 - 4969.62] честно говоря.
[4969.62 - 4971.62] Я, Максима, запросил попробовать
[4971.62 - 4973.62] на винтаже.
[4973.62 - 4988.39] Не знаю, сейчас буду смотреть, что я беру.
[4990.39 - 4992.39] Здесь есть вообще
[4992.39 - 4994.39] системная сложность, это
[4994.39 - 4996.39] возле, что-то, системная сложность.
[4996.39 - 4998.39] Я не знаю, что я беру.
[4998.39 - 5000.39] Поговоришь с Максом?
[5000.39 - 5002.39] Я поговорил с чайом, что я сказал, что я вчера
[5002.39 - 5006.34] писал.
[5006.34 - 5008.34] Кажется, мне надо быть, если это делать, то
[5008.34 - 5010.34] сам стойте.
[5010.34 - 5012.34] Я...
[5012.34 - 5014.34] Серега, приедем, ну что ты поможешь тоже?
[5014.34 - 5016.34] Да, не, я это все могу сделать, просто
[5016.34 - 5019.91] это все время, задача.
[5019.91 - 5023.22] Ну, это может быть, вы ждите, виноват.
[5023.22 - 5025.22] Так, я беру, вы ждите, виноват.
[5025.22 - 5027.22] Сейчас, сейчас, подожди, надо разобраться, потому что
[5027.22 - 5029.22] все мне... Вот, вот, вот, вот, вот, вот.
[5029.22 - 5064.63] Все мне не привычно, сейчас мы разберемся.
[5064.63 - 5066.63] То есть, пока что я сделал? Я, пока просто
[5066.63 - 5068.63] в браузере
[5068.63 - 5070.63] нашел Google Disk
[5070.63 - 5072.63] и я хочу, чтобы у меня он был
[5072.63 - 5074.63] здесь.
[5074.63 - 5078.42] Тип, входим
[5078.42 - 5080.42] там.
[5080.42 - 5082.42] Подо мной, да?
[5082.42 - 5084.42] Пожалуйста, да.
[5084.42 - 5106.04] Ну, что там, этот рон не убочит?
[5106.04 - 5108.04] Надо. А вот я пару не помню.
[5108.04 - 5110.04] Ты можешь, пару.
[5110.04 - 5137.54] Нет, ну, могу найти.
[5137.54 - 5139.54] 3O 42M2, это да.
[5139.54 - 5144.14] Вот тебе выглядит.
[5144.14 - 5148.89] TR
[5148.89 - 5153.48] E
[5153.48 - 5155.48] 4
[5155.48 - 5157.48] TM
[5157.48 - 5159.48] 2
[5159.48 - 5161.48] Так, он делает.
[5161.48 - 5169.02] Это все доступно через Z?
[5169.02 - 5171.02] Через Z, но я не хочу через Z.
[5171.02 - 5173.02] Я хочу, чтобы он стал
[5173.02 - 5175.02] диском. Я хочу сейчас понять,
[5175.02 - 5177.02] может ли эта старая операционная система
[5177.02 - 5179.02] встроить его в себя.
[5179.02 - 5187.58] Сейчас я хочу это понять.
[5187.58 - 5189.58] Мы уже авторизованы.
[5189.58 - 5191.58] Google Drive
[5191.58 - 5193.58] 4 Windows.
[5193.58 - 5198.87] Правда, 4 можно было не писать.
[5198.87 - 5203.72] Скатчать.
[5203.72 - 5205.72] Нам перевод будет страница, наверное, сейчас нет.
[5205.72 - 5209.90] Спасибо.
[5209.90 - 5211.90] А где скатчать, господа?
[5211.90 - 5213.90] А войти нет?
[5213.90 - 5215.90] В войти мы уже делали, мы можем
[5215.90 - 5217.90] повторить конечно, но я хочу, чтобы
[5217.90 - 5219.90] download. Individuals
[5219.90 - 5224.01] download.
[5224.01 - 5238.20] А если вниз прокрутить?
[5238.20 - 5240.20] Сейчас соберем, забыру.
[5240.20 - 5242.20] Но Google Drive для Windows это
[5242.20 - 5244.20] обязательно должно быть, как продолжение
[5244.20 - 5246.20] вопросов не должно быть.
[5246.20 - 5253.48] А чего здесь не так?
[5253.48 - 5255.48] Это неудобно, я хочу, чтобы
[5255.48 - 5257.48] у тебя было бы идеально, если не
[5257.48 - 5259.48] бы идеально, как должно быть,
[5259.48 - 5261.48] чтобы было доступно тебе диск
[5261.48 - 5263.48] в Finder.
[5263.48 - 5268.30] Но у меня здесь тоже довольно
[5268.30 - 5270.30] просто будет.
[5270.30 - 5272.30] Да, да, да.
[5272.30 - 5274.30] Попробую про то, что это будет множество,
[5274.30 - 5276.30] нужно все время быть этим работать.
[5276.30 - 5278.30] Когда все время, как мы уже обсуждали,
[5278.30 - 5284.97] надо делать все правильно.
[5284.97 - 5286.97] Я знаю, как переключить по-русски,
[5286.97 - 5288.97] поэтому я спрашиваю по-английски.
[5288.97 - 5290.97] How to integrate Google Drive
[5290.97 - 5292.97] into Windows.
[5292.97 - 5302.36] Да, я понял, что мне нужно
[5302.36 - 5304.36] drive for desktop, так-то я его
[5304.36 - 5321.14] могу достать.
[5321.14 - 5323.14] Неужели?
[5323.14 - 5325.14] Спасибо. Так,
[5325.14 - 5327.14] скачать куда?
[5327.14 - 5329.14] Ой, Extreme Browser, Download. Можно как-то
[5329.14 - 5331.14] попроще?
[5331.14 - 5333.14] Что такое desktop?
[5333.14 - 5335.14] Desktop, оторвач, desktop,
[5335.14 - 5337.14] это вверх. Вверх стола.
[5337.14 - 5340.94] Почему именно рабочего?
[5340.94 - 5342.94] Потому что обычно это 100-то тейбл.
[5342.94 - 5346.86] Это я знаю.
[5346.86 - 5348.86] Я понимаю. В смысле, неприятного, хорошо.
[5348.86 - 5350.86] Так, и че, почему надо
[5350.86 - 5352.86] скачать?
[5352.86 - 5354.86] Ну, наверное, надо время подождать,
[5354.86 - 5359.61] пометить, не жестить.
[5359.61 - 5361.61] Садись сюда, здесь удобнее может быть.
[5361.61 - 5424.82] Не станет.
[5424.82 - 5426.82] Да, мы упёрлись в операционность темы.
[5426.82 - 5428.82] То есть, нет?
[5428.82 - 5430.82] Нет, старое операционность тем мешает, поэтому
[5430.82 - 5432.82] я не особен себе с браузер, это неудобно, я считаю.
[5432.82 - 5434.82] Ну, пока пусть будет.
[5434.82 - 5436.82] Ну, это недавно, вот это сам.
[5436.82 - 5438.82] Где, где он?
[5438.82 - 5440.82] Мне значит, надо разобраться вообще с папками с кем-нибудь.
[5440.82 - 5442.82] Мой диск.
[5442.82 - 5444.82] Значит, должна быть папка,
[5444.82 - 5448.36] сейчас.
[5448.36 - 5450.36] Вот, я вижу. Вот они папки.
[5450.36 - 5452.36] Да, я вижу.
[5452.36 - 5461.98] Макс, который,
[5461.98 - 5463.98] декорирование Dbk.
[5463.98 - 5465.98] Ещё нет.
[5465.98 - 5467.98] Мне кажется,
[5467.98 - 5469.98] какая-то не винтаж, всё папка вообще.
[5469.98 - 5471.98] Громные.
[5471.98 - 5473.98] Ты же слышал, я сказал, что надо попробовать винтажа.
[5473.98 - 5478.47] Сейчас я позвоню.
[5478.47 - 5480.47] Спроси, скажи, прям всё, что ли?
